iso2,year,column,cases,sex,age
BH,2007,new_sp,109,,
BH,2008,new_sp,141,,
BI,1993,new_sp,1861,,
BI,1994,new_sp,1527,,
BI,1995,new_sp,1121,,
BI,1996,new_sp,1533,,
BI,1997,new_sp,2022,,
BI,1998,new_sp,2782,,
BI,1999,new_sp,2924,,
BI,2001,new_sp,3040,,
BI,2002,new_sp,2791,,
BI,2003,new_sp,3087,,
BI,2004,new_sp,3277,,
BI,2005,new_sp,3262,,
BI,2006,new_sp,3119,,
BI,2007,new_sp,3595,,
BI,2008,new_sp,3610,,
BJ,1993,new_sp,1653,,
BJ,1994,new_sp,1618,,
BJ,1995,new_sp,1839,,
BJ,1996,new_sp,1868,,
BJ,1997,new_sp,1939,,
BJ,1998,new_sp,1988,,
BJ,1999,new_sp,2192,,
BJ,2000,new_sp,2286,,
BJ,2002,new_sp,2415,,
BJ,2003,new_sp,2438,,
BJ,2004,new_sp,2582,,
BJ,2005,new_sp,2739,,
BJ,2006,new_sp,2943,,
BJ,2008,new_sp,2966,,
BM,1995,new_sp,2,,
BM,1996,new_sp,0,,
BM,1998,new_sp,0,,
BM,1999,new_sp,0,,
BM,2000,new_sp,0,,
BM,2001,new_sp,0,,
BM,2002,new_sp,0,,
BM,2004,new_sp,0,,
BM,2006,new_sp,2,,
BN,1993,new_sp,68,,
BN,1997,new_sp,0,,
BN,1999,new_sp,102,,
BN,2000,new_sp,84,,
BN,2001,new_sp,95,,
BN,2002,new_sp,112,,
BN,2003,new_sp,121,,
BN,2004,new_sp,115,,
BN,2005,new_sp,101,,
BN,2006,new_sp,128,,
BN,2007,new_sp,136,,
BN,2008,new_sp,132,,
BO,1993,new_sp,6833,,
BO,1994,new_sp,6905,,
BO,1995,new_sp,7010,,
BO,1996,new_sp,6949,,
BO,1997,new_sp,6458,,
BO,1998,new_sp,6750,,
BO,1999,new_sp,6673,,
BO,2000,new_sp,6458,,
BO,2001,new_sp,6672,,
BO,2002,new_sp,6829,,
BO,2003,new_sp,6344,,
BO,2004,new_sp,6213,,
BO,2005,new_sp,6278,,
BO,2006,new_sp,5788,,
BO,2007,new_sp,5686,,
BO,2008,new_sp,6048,,
BR,1994,new_sp,39167,,
BR,1995,new_sp,45650,,
BR,1996,new_sp,44503,,
BR,1997,new_sp,43490,,
BR,1998,new_sp,43554,,
BR,1999,new_sp,41619,,
BR,2000,new_sp,41186,,
BR,2001,new_sp,38478,,
BR,2002,new_sp,41371,,
BR,2003,new_sp,39938,,
BR,2004,new_sp,42881,,
BR,2005,new_sp,42093,,
BR,2006,new_sp,41117,,
BR,2007,new_sp,38444,,
BR,2008,new_sp,37697,,
BS,1993,new_sp,41,,
BS,1994,new_sp,41,,
BS,1995,new_sp,38,,
BS,1996,new_sp,25,,
BS,1997,new_sp,57,,
BS,1998,new_sp,30,,
BS,1999,new_sp,37,,
BS,2000,new_sp,56,,
BS,2002,new_sp,32,,
BS,2003,new_sp,29,,
BS,2004,new_sp,37,,
BS,2007,new_sp,32,,
BS,2008,new_sp,31,,
BT,1994,new_sp,352,,
BT,1995,new_sp,367,,
BT,1996,new_sp,308,,
BT,1997,new_sp,284,,
BT,1998,new_sp,270,,
BT,1999,new_sp,315,,
BT,2000,new_sp,347,,
BT,2001,new_sp,359,,
BT,2002,new_sp,364,,
BT,2003,new_sp,360,,
BT,2004,new_sp,356,,
BT,2005,new_sp,308,,
BT,2006,new_sp,312,,
BT,2007,new_sp,328,,
BT,2008,new_sp,351,,
BW,1993,new_sp,1508,,
BW,1994,new_sp,1668,,
BW,1995,new_sp,1903,,
BW,1996,new_sp,2530,,
BW,1997,new_sp,2824,,
BW,1998,new_sp,3112,,
BW,1999,new_sp,2746,,
BW,2000,new_sp,3091,,
BW,2001,new_sp,3057,,
BW,2002,new_sp,3334,,
BW,2003,new_sp,3050,,
BW,2004,new_sp,3127,,
BW,2005,new_sp,3170,,
BW,2006,new_sp,3252,,
BW,2007,new_sp,3002,,
BW,2008,new_sp,3351,,
BY,1993,new_sp,1493,,
BY,1994,new_sp,1775,,
BY,1995,new_sp,1845,,
BY,1996,new_sp,2117,,
BY,1997,new_sp,2273,,
BY,1998,new_sp,5047,,
BY,1999,new_sp,2769,,
BY,2000,new_sp,2547,,
BY,2001,new_sp,2341,,
BY,2003,new_sp,1018,,
BY,2004,new_sp,1109,,
BY,2005,new_sp,1235,,
BY,2006,new_sp,1072,,
BY,2007,new_sp,1051,,
BY,2008,new_sp,1060,,
BZ,1993,new_sp,50,,
BZ,1994,new_sp,36,,
BZ,1995,new_sp,36,,
BZ,1996,new_sp,46,,
BZ,1997,new_sp,32,,
BZ,1998,new_sp,52,,
BZ,1999,new_sp,48,,
BZ,2000,new_sp,44,,
BZ,2001,new_sp,53,,
BZ,2002,new_sp,71,,
BZ,2003,new_sp,62,,
BZ,2004,new_sp,34,,
BZ,2005,new_sp,59,,
BZ,2006,new_sp,60,,
BZ,2007,new_sp,54,,
BZ,2008,new_sp,83,,
CA,1980,new_sp,951,,
CA,1981,new_sp,803,,
CA,1982,new_sp,812,,
CA,1983,new_sp,771,,
CA,1984,new_sp,811,,
CA,1985,new_sp,791,,
CA,1986,new_sp,752,,
CA,1987,new_sp,668,,
CA,1988,new_sp,682,,
CA,1989,new_sp,652,,
CA,1990,new_sp,549,,
CA,1991,new_sp,543,,
CA,1992,new_sp,506,,
CA,1993,new_sp,488,,
CA,1994,new_sp,483,,
CA,1995,new_sp,436,,
CA,1996,new_sp,430,,
CA,1997,new_sp,473,,
CA,1998,new_sp,438,,
CA,1999,new_sp,455,,
CA,2000,new_sp,492,,
CA,2001,new_sp,458,,
CA,2002,new_sp,408,,
CA,2003,new_sp,332,,
CA,2004,new_sp,438,,
CA,2005,new_sp,433,,
CA,2006,new_sp,407,,
CA,2007,new_sp,463,,
CA,2008,new_sp,488,,
CD,1993,new_sp,14924,,
CD,1995,new_sp,20914,,
CD,1996,new_sp,24125,,
CD,1997,new_sp,24609,,
CD,1998,new_sp,33442,,
CD,1999,new_sp,34923,,
CD,2000,new_sp,36123,,
CD,2001,new_sp,42054,,
CD,2002,new_sp,44518,,
CD,2003,new_sp,53578,,
CD,2004,new_sp,62192,,
CD,2005,new_sp,65040,,
CD,2006,new_sp,63488,,
CD,2007,new_sp,66099,,
CD,2008,new_sp,69477,,
CF,1995,new_sp,1794,,
CF,1996,new_sp,1992,,
CF,1997,new_sp,2267,,
CF,1998,new_sp,2637,,
CF,1999,new_sp,2725,,
CF,2001,new_sp,1382,,
CF,2002,new_sp,2758,,
CF,2003,new_sp,2818,,
CF,2004,new_sp,2923,,
CF,2005,new_sp,2153,,
CF,2006,new_sp,4448,,
CF,2008,new_sp,4232,,
CG,1994,new_sp,1691,,
CG,1995,new_sp,2013,,
CG,1996,new_sp,2505,,
CG,1997,new_sp,1984,,
CG,1998,new_sp,2044,,
CG,1999,new_sp,2222,,
CG,2000,new_sp,4218,,
CG,2001,new_sp,4319,,
CG,2002,new_sp,5019,,
CG,2003,new_sp,3477,,
CG,2004,new_sp,4121,,
CG,2005,new_sp,3640,,
CG,2006,new_sp,3340,,
CG,2007,new_sp,3552,,
CG,2008,new_sp,3371,,
CH,1993,new_sp,528,,
CH,1994,new_sp,507,,
CH,1995,new_sp,185,,
CH,1996,new_sp,172,,
CH,1997,new_sp,144,,
CH,1998,new_sp,165,,
CH,1999,new_sp,98,,
CH,2000,new_sp,118,,
CH,2001,new_sp,116,,
CH,2002,new_sp,123,,
CH,2003,new_sp,107,,
CH,2004,new_sp,119,,
CH,2005,new_sp,108,,
CH,2006,new_sp,112,,
CH,2007,new_sp,95,,
CH,2008,new_sp,64,,
CI,1993,new_sp,7012,,
CI,1995,new_sp,8254,,
CI,1996,new_sp,8927,,
CI,1997,new_sp,9093,,
CI,1998,new_sp,9850,,
CI,1999,new_sp,10047,,
CI,2000,new_sp,8497,,
CI,2001,new_sp,10920,,
CI,2002,new_sp,11026,,
CI,2003,new_sp,11430,,
CI,2004,new_sp,12250,,
CI,2005,new_sp,12496,,
CI,2006,new_sp,12867,,
CI,2007,new_sp,14071,,
CI,2008,new_sp,15294,,
CK,1980,new_sp,8,,
CK,1981,new_sp,2,,
CK,1982,new_sp,12,,
CK,1983,new_sp,15,,
CK,1984,new_sp,3,,
CK,1985,new_sp,8,,
CK,1986,new_sp,3,,
CK,1987,new_sp,2,,
CK,1988,new_sp,0,,
CK,1989,new_sp,2,,
CK,1990,new_sp,0,,
CK,1991,new_sp,1,,
CK,1992,new_sp,6,,
CK,1993,new_sp,5,,
CK,1994,new_sp,4,,
CK,1995,new_sp,2,,
CK,1996,new_sp,1,,
CK,1997,new_sp,2,,
CK,1998,new_sp,0,,
CK,1999,new_sp,0,,
CK,2000,new_sp,0,,
CK,2001,new_sp,2,,
CK,2002,new_sp,1,,
CK,2003,new_sp,0,,
CK,2004,new_sp,1,,
CK,2005,new_sp,1,,
CK,2006,new_sp,0,,
CK,2008,new_sp,2,,
CL,1993,new_sp,2629,,
CL,1994,new_sp,1951,,
CL,1995,new_sp,1561,,
CL,1996,new_sp,1562,,
CL,1997,new_sp,1582,,
CL,1998,new_sp,1576,,
CL,1999,new_sp,1497,,
CL,2000,new_sp,1290,,
CL,2001,new_sp,1355,,
CL,2002,new_sp,1412,,
CL,2003,new_sp,1276,,
CL,2004,new_sp,1297,,
CL,2005,new_sp,1186,,
CL,2006,new_sp,1533,,
CL,2007,new_sp,1166,,
CL,2008,new_sp,1114,,
CM,1993,new_sp,2316,,
CM,1994,new_sp,1883,,
CM,1995,new_sp,2896,,
CM,1996,new_sp,2312,,
CM,1997,new_sp,3548,,
CM,1998,new_sp,4374,,
CM,1999,new_sp,5832,,
CM,2000,new_sp,3960,,
CM,2001,new_sp,4695,,
CM,2002,new_sp,7921,,
CM,2003,new_sp,10692,,
CM,2004,new_sp,11218,,
CM,2005,new_sp,13001,,
CM,2006,new_sp,12870,,
CM,2007,new_sp,13220,,
CM,2008,new_sp,14232,,
CN,1993,new_sp,84898,,
CN,1994,new_sp,104729,,
CN,1995,new_sp,134488,,
CN,1996,new_sp,203670,,
CN,1997,new_sp,236021,,
CN,1998,new_sp,202817,,
CN,1999,new_sp,201775,,
CN,2000,new_sp,204765,,
CN,2001,new_sp,204591,,
CN,2002,new_sp,194972,,
CN,2003,new_sp,267414,,
CN,2004,new_sp,384886,,
CN,2005,new_sp,472719,,
CN,2006,new_sp,468291,,
CN,2007,new_sp,465877,,
CN,2008,new_sp,462596,,
CO,1993,new_sp,6987,,
CO,1994,new_sp,6532,,
CO,1995,new_sp,7530,,
CO,1996,new_sp,7572,,
CO,1997,new_sp,6090,,
CO,1998,new_sp,6969,,
CO,1999,new_sp,8329,,
CO,2000,new_sp,8358,,
CO,2001,new_sp,8022,,
CO,2002,new_sp,7787,,
CO,2003,new_sp,7972,,
CO,2004,new_sp,7640,,
CO,2005,new_sp,6870,,
CO,2006,new_sp,7648,,
CO,2007,new_sp,7188,,
CO,2008,new_sp,7196,,
CR,1994,new_sp,230,,
CR,1995,new_sp,245,,
CR,1996,new_sp,302,,
CR,1997,new_sp,320,,
CR,1998,new_sp,353,,
CR,1999,new_sp,458,,
CR,2000,new_sp,349,,
CR,2001,new_sp,385,,
CR,2002,new_sp,328,,
CR,2003,new_sp,346,,
CR,2004,new_sp,419,,
CR,2005,new_sp,330,,
CR,2006,new_sp,285,,
CR,2007,new_sp,322,,
CR,2008,new_sp,287,,
CU,1993,new_sp,565,,
CU,1994,new_sp,914,,
CU,1995,new_sp,834,,
CU,1996,new_sp,835,,
CU,1997,new_sp,765,,
CU,1998,new_sp,746,,
CU,1999,new_sp,720,,
CU,2000,new_sp,675,,
CU,2001,new_sp,559,,
CU,2002,new_sp,540,,
CU,2003,new_sp,507,,
CU,2004,new_sp,453,,
CU,2005,new_sp,467,,
CU,2006,new_sp,432,,
CU,2007,new_sp,432,,
CU,2008,new_sp,498,,
CV,1995,new_sp,111,,
CV,1996,new_sp,117,,
CV,1997,new_sp,103,,
CV,1998,new_sp,104,,
CV,2001,new_sp,140,,
CV,2002,new_sp,111,,
CV,2003,new_sp,165,,
CV,2004,new_sp,169,,
CV,2005,new_sp,135,,
CV,2006,new_sp,131,,
CV,2007,new_sp,158,,
CV,2008,new_sp,197,,
CY,1995,new_sp,6,,
CY,1996,new_sp,3,,
CY,1997,new_sp,19,,
CY,1998,new_sp,20,,
CY,1999,new_sp,9,,
CY,2000,new_sp,4,,
CY,2001,new_sp,0,,
CY,2002,new_sp,8,,
CY,2003,new_sp,14,,
CY,2004,new_sp,10,,
CY,2005,new_sp,9,,
CY,2006,new_sp,8,,
CY,2007,new_sp,8,,
CY,2008,new_sp,6,,
CZ,1993,new_sp,548,,
CZ,1994,new_sp,524,,
CZ,1995,new_sp,487,,
CZ,1996,new_sp,586,,
CZ,1997,new_sp,481,,
CZ,1998,new_sp,545,,
CZ,1999,new_sp,449,,
CZ,2000,new_sp,420,,
CZ,2001,new_sp,391,,
CZ,2002,new_sp,329,,
CZ,2003,new_sp,338,,
CZ,2004,new_sp,302,,
CZ,2005,new_sp,308,,
CZ,2006,new_sp,257,,
CZ,2007,new_sp,267,,
CZ,2008,new_sp,251,,
DE,1993,new_sp,4730,,
DE,1994,new_sp,4177,,
DE,1995,new_sp,3852,,
DE,1996,new_sp,3689,,
DE,1997,new_sp,3346,,
DE,1998,new_sp,3124,,
DE,1999,new_sp,2918,,
DE,2000,new_sp,0,,
DE,2001,new_sp,1935,,
DE,2002,new_sp,1868,,
DE,2003,new_sp,1679,,
DE,2004,new_sp,1562,,
DE,2005,new_sp,1379,,
DE,2006,new_sp,1303,,
DE,2007,new_sp,1183,,
DE,2008,new_sp,954,,
DJ,1993,new_sp,1668,,
DJ,1994,new_sp,1743,,
DJ,1996,new_sp,1744,,
DJ,1997,new_sp,1904,,
DJ,1998,new_sp,1690,,
DJ,1999,new_sp,1564,,
DJ,2000,new_sp,1391,,
DJ,2001,new_sp,1312,,
DJ,2002,new_sp,1253,,
DJ,2003,new_sp,1202,,
DJ,2004,new_sp,1086,,
DJ,2005,new_sp,1120,,
DJ,2006,new_sp,1153,,
DJ,2007,new_sp,1208,,
DJ,2008,new_sp,1375,,
DK,1993,new_sp,243,,
DK,1994,new_sp,120,,
DK,1995,new_sp,128,,
DK,1996,new_sp,97,,
DK,1997,new_sp,114,,
DK,1998,new_sp,132,,
DK,1999,new_sp,172,,
DK,2000,new_sp,171,,
DK,2001,new_sp,127,,
DK,2002,new_sp,135,,
DK,2003,new_sp,143,,
DK,2004,new_sp,146,,
DK,2005,new_sp,129,,
DK,2006,new_sp,123,,
DK,2007,new_sp,135,,
DK,2008,new_sp,106,,
DM,1993,new_sp,6,,
DM,1994,new_sp,8,,
DM,1995,new_sp,5,,
DM,1996,new_sp,7,,
DM,1997,new_sp,5,,
DM,1998,new_sp,5,,
DM,2002,new_sp,2,,
DM,2006,new_sp,8,,
DM,2007,new_sp,3,,
DM,2008,new_sp,3,,
DO,1993,new_sp,2297,,
DO,1994,new_sp,3177,,
DO,1995,new_sp,2787,,
DO,1996,new_sp,3733,,
DO,1997,new_sp,3162,,
DO,1998,new_sp,2669,,
DO,1999,new_sp,3278,,
DO,2000,new_sp,2907,,
DO,2001,new_sp,2622,,
DO,2002,new_sp,2179,,
DO,2003,new_sp,2806,,
DO,2004,new_sp,2720,,
DO,2005,new_sp,2949,,
DO,2006,new_sp,2658,,
DO,2007,new_sp,2373,,
DO,2008,new_sp,2458,,
DZ,1994,new_sp,6793,,
DZ,1995,new_sp,5735,,
DZ,1996,new_sp,6556,,
DZ,1997,new_sp,7740,,
DZ,1998,new_sp,7462,,
DZ,1999,new_sp,7845,,
DZ,2000,new_sp,8328,,
DZ,2001,new_sp,7953,,
DZ,2002,new_sp,8246,,
DZ,2003,new_sp,8549,,
DZ,2004,new_sp,8285,,
DZ,2005,new_sp,8654,,
DZ,2006,new_sp,8538,,
DZ,2007,new_sp,8439,,
DZ,2008,new_sp,8643,,
EC,1993,new_sp,5325,,
EC,1994,new_sp,6674,,
EC,1995,new_sp,5890,,
EC,1996,new_sp,6426,,
EC,1997,new_sp,7214,,
EC,1998,new_sp,4900,,
EC,1999,new_sp,4300,,
EC,2000,new_sp,5064,,
EC,2001,new_sp,4439,,
EC,2002,new_sp,4223,,
EC,2003,new_sp,4488,,
EC,2004,new_sp,4340,,
EC,2005,new_sp,3048,,
EC,2006,new_sp,3182,,
EC,2007,new_sp,3448,,
EC,2008,new_sp,3380,,
EE,1993,new_sp,303,,
EE,1994,new_sp,347,,
EE,1995,new_sp,369,,
EE,1996,new_sp,240,,
EE,1997,new_sp,269,,
EE,1998,new_sp,299,,
EE,1999,new_sp,274,,
EE,2000,new_sp,255,,
EE,2001,new_sp,212,,
EE,2002,new_sp,203,,
EE,2003,new_sp,201,,
EE,2004,new_sp,203,,
EE,2005,new_sp,162,,
EE,2006,new_sp,147,,
EE,2007,new_sp,168,,
EE,2008,new_sp,144,,
EG,1994,new_sp,1811,,
EG,1995,new_sp,4229,,
EG,1996,new_sp,5084,,
EG,1997,new_sp,5469,,
EG,1998,new_sp,4915,,
EG,1999,new_sp,5094,,
EG,2000,new_sp,4606,,
EG,2001,new_sp,4514,,
EG,2002,new_sp,4889,,
EG,2003,new_sp,5118,,
EG,2004,new_sp,5383,,
EG,2005,new_sp,5217,,
EG,2006,new_sp,4745,,
EG,2007,new_sp,4887,,
EG,2008,new_sp,5102,,
ER,1997,new_sp,120,,
ER,1998,new_sp,135,,
ER,1999,new_sp,527,,
ER,2000,new_sp,590,,
ER,2001,new_sp,702,,
ER,2002,new_sp,646,,
ER,2003,new_sp,887,,
ER,2004,new_sp,720,,
ER,2005,new_sp,687,,
ER,2006,new_sp,680,,
ER,2007,new_sp,694,,
ER,2008,new_sp,839,,
ES,1995,new_sp,2605,,
ES,1998,new_sp,1906,,
ES,2000,new_sp,3423,,
ES,2001,new_sp,2456,,
ES,2002,new_sp,3317,,
ES,2003,new_sp,2876,,
ES,2004,new_sp,2082,,
ES,2005,new_sp,2511,,
ES,2006,new_sp,2006,,
ES,2007,new_sp,2317,,
ES,2008,new_sp,2333,,
ET,1994,new_sp,5752,,
ET,1995,new_sp,9040,,
ET,1996,new_sp,13160,,
ET,1997,new_sp,15957,,
ET,1998,new_sp,18864,,
ET,1999,new_sp,21597,,
ET,2000,new_sp,30510,,
ET,2001,new_sp,33028,,
ET,2002,new_sp,36541,,
ET,2003,new_sp,39698,,
ET,2004,new_sp,41430,,
ET,2005,new_sp,38525,,
ET,2006,new_sp,36674,,
ET,2007,new_sp,38040,,
ET,2008,new_sp,40794,,
FI,1995,new_sp,244,,
FI,1996,new_sp,240,,
FI,1997,new_sp,186,,
FI,1998,new_sp,188,,
FI,1999,new_sp,179,,
FI,2000,new_sp,205,,
FI,2001,new_sp,150,,
FI,2002,new_sp,130,,
FI,2003,new_sp,138,,
FI,2004,new_sp,124,,
FI,2005,new_sp,130,,
FI,2006,new_sp,84,,
FI,2007,new_sp,85,,
FI,2008,new_sp,104,,
